Scientific,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,degree,betweenness,closeness,katzz,PC1,PC2,Nwebs,PC1_nobet,PC2_nobet,ED,DR
Myiobius barbatus,Tityridae,12.9,7,4.3,3.7,14.8,62.5,10.7,16.8,54.3,11,Forest,Carnivore,Invertivore,Insessorial,8.8,NA,2.192908784,-1.831957194,LC,608,7.40E+12,-62.76506161,-2.573414643,Neotropical,1,0,0.000755122,11.02463092,-0.772638252,0.031580134,2,-0.712220446,0.08743512,5.599313017,0.196515411
Myioborus miniatus,Parulidae,11.9,7,4.1,3.3,17.7,63.6,10.6,17,64.9,9,Forest,Carnivore,Invertivore,Insessorial,NA,NA,2.809162724,-1.339925997,LC,256,3.05E+12,-73.97179499,-2.569173925,Neotropical,11,3.42E-05,0.000832845,57.37861139,-0.068378949,0.457468519,5,0.091128964,0.325879888,5.100774219,0.204809519
Myiodynastes luteiventris,Tyrannidae,25.3,16.3,9.8,8.1,19.5,109.3,28.2,26,79.9,46.9,Woodland,Omnivore,Omnivore,Insessorial,14.5,NA,3.775551383,-1.469590923,LC,358,4.24E+12,-86.54310811,9.398182347,Panamanian,16,0.000700246,0.000949681,121.8922246,0.834711543,1.023277803,6,1.00072303,0.830957133,4.075796522,0.303744133
Myiodynastes maculatus,Tyrannidae,25.6,18.4,10.5,8.4,19.5,107.9,21.8,20.3,79,43.2,Forest,Carnivore,Invertivore,Insessorial,14.3,NA,2.64337431,-1.447844913,LC,1407,1.67E+13,-60.40532935,-9.459310712,Neotropical,71,0.003956527,0.001081695,818.8061556,5.667103723,0.78412885,34,5.827666656,-1.278868263,5.006093423,0.226547095
Myiopagis caniceps,Tyrannidae,11.2,6.3,3.4,3.1,16,59.4,11.1,18.7,52.7,10.5,Forest,Carnivore,Invertivore,Insessorial,7.6,NA,2.85190197,-1.578676712,LC,719,8.61E+12,-58.91082583,-10.61316442,Neotropical,1,0,0.000747579,8.109549401,-0.810715798,-0.016709882,1,-0.757134217,0.046557191,8.522707192,0.122673283
Myiopagis gaimardii,Tyrannidae,11.3,6.9,3.9,3.2,17.8,57.3,10.3,18.4,52.8,12,Forest,Carnivore,Invertivore,Insessorial,6,NA,1.771616009,-1.775097351,LC,802,9.75E+12,-62.19301323,-4.410181443,Neotropical,3,4.75E-06,0.000793184,41.22324098,-0.477053171,0.261401632,1,-0.369834189,0.217121051,7.132746911,0.147091243
Myiopagis viridicata,Tyrannidae,11.8,7.1,3.8,3.6,16.9,60,11.3,19,55.3,11.5,Forest,Omnivore,Invertivore,Insessorial,9.6,NA,0.974494784,-1.34357746,LC,833,9.92E+12,-52.61954656,-15.318819,Neotropical,2,4.24E-06,0.000815015,30.39100765,-0.457324663,0.407609078,1,-0.342656856,0.411414196,8.411935867,0.128810958
Myiophobus fasciatus,Tyrannidae,13.5,7.4,5,3.6,16.5,58.9,11,18.7,54.1,9.9,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,1.629037776,-1.195528534,LC,1059,1.24E+13,-57.42652865,-14.34714776,Neotropical,7,7.41E-05,0.000847018,88.02469939,-0.004280646,0.56487165,6,0.162816462,0.372026371,8.74665763,0.120283925
Myiozetetes cayanensis,Tyrannidae,14.4,9.8,5.4,4.6,20.4,84.1,12.8,15.4,71.4,25.9,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,1.804935178,-1.676754593,LC,742,8.99E+12,-58.75288394,-4.560160831,Neotropical,5,8.40E-05,0.000864872,62.84061189,-0.071188676,0.689616172,2,0.088665056,0.599638671,6.429537677,0.173582935
Myiozetetes granadensis,Tyrannidae,17.8,9.8,5.7,5.1,17.8,86.6,14.2,16.2,66.8,29.3,Forest,Omnivore,Invertivore,Insessorial,11.4,NA,3.919444823,-1.956430174,LC,363,4.42E+12,-71.33312984,-2.305095983,Neotropical,11,0.000277281,0.000862906,100.0971455,0.233542909,0.595178827,3,0.391329789,0.386975856,6.65676834,0.174144317
Myiozetetes similis,Tyrannidae,17.4,9.7,5.5,4.9,19.6,87,14.5,16.4,69.1,28,Shrubland,Carnivore,Invertivore,Insessorial,9.8,NA,1.992676194,-1.575288762,LC,1055,1.27E+13,-63.60345243,-3.434561621,Neotropical,75,0.007152085,0.001117128,783.5110402,6.367793646,0.264773693,22,5.958487347,-0.978256719,6.726388542,0.160909056
Myophonus caeruleus,Muscicapidae,33.3,19.4,6.9,9.6,49.9,169.4,35,20.7,119.4,158,Forest,Carnivore,Omnivore,Terrestrial,NA,NA,6.812571014,-0.466502308,LC,853,9.27E+12,96.9838119,27.14731,Sino-Japanese,5,0.000340358,0.000844984,12.68406031,-0.268445564,0.504396528,2,-0.195282487,0.63087596,6.70666251,0.173885806
Myrmecocichla cinnamomeiventris,Muscicapidae,22.3,12.4,4.4,4.9,29.8,111.6,16.5,14.8,91,39.8,Rock,Herbivore,Frugivore,Insessorial,NA,NA,0.562702831,-0.84608944,LC,450,5.35E+12,32.74691676,-9.519642851,Afrotropical,3,5.75E-06,0.00070234,1.80823328,-0.950030863,-0.320366141,1,-0.92750516,-0.261040735,8.111352587,0.127365928
Nectarinia amethystina,Nectariniidae,24.8,18.3,3.7,3.4,15.6,65.1,10.1,15.6,42.1,13.7,Woodland,Omnivore,Omnivore,Insessorial,NA,NA,0.376512417,-0.788818993,LC,497,5.88E+12,30.20498667,-14.7391434,Afrotropical,1,0,0.000660964,1.205647898,-1.157825911,-0.571092411,1,-1.169278855,-0.509746572,6.471785231,0.187069992
Nectarinia asiatica,Nectariniidae,20.3,15,3.7,3.2,14.6,55,11.3,20.6,35.1,8.1,Shrubland,Omnivore,Omnivore,Insessorial,NA,NA,2.935528253,-1.015599684,LC,632,7.19E+12,82.60612804,22.19922676,Oriental,2,2.66E-06,0.000694339,1.84167064,-1.005419212,-0.364477844,1,-0.990659325,-0.301693899,6.4075926,0.202958188
Nectarinia chalybea,Nectariniidae,21.8,15.9,2.8,2.4,17.3,52,10.6,20.6,42.4,7.7,Shrubland,Omnivore,Omnivore,Insessorial,NA,NA,0.427439094,-0.188896783,LC,88,9.36E+11,24.10590772,-30.5849369,Afrotropical,1,0,0.000617302,1.09001309,-1.321391423,-0.850542083,1,-1.363923292,-0.801186191,6.603620592,0.186466881
Nectarinia famosa,Nectariniidae,31.1,25.8,3.9,3.2,15.7,68.8,14.3,20.7,82.2,14.4,Shrubland,Omnivore,Omnivore,Insessorial,NA,NA,0.365712664,-0.552020977,LC,210,2.41E+12,24.97406025,-30.1255978,Afrotropical,1,0,0.000617302,1.09001309,-1.321391423,-0.850542083,1,-1.363923292,-0.801186191,6.110019054,0.226817361
Nectarinia olivacea,Nectariniidae,23.4,18,4,3.2,16.1,58.2,10.1,17.3,45.6,9.7,Forest,Omnivore,Omnivore,Insessorial,NA,NA,0.743784066,-1.259564145,LC,673,8.17E+12,22.00788221,-2.433418816,Afrotropical,8,0.00095894,0.000819747,3.199008127,-0.206041212,0.184190307,8,-0.261400176,0.454453732,9.309454231,0.132421018
Nectarinia senegalensis,Nectariniidae,25.5,16.6,3.3,2.9,16.3,67.3,11.8,17.4,46.3,12.2,Shrubland,Omnivore,Omnivore,Insessorial,NA,NA,0.391383082,-0.925520403,LC,1011,1.21E+13,22.91337357,-3.52823146,Afrotropical,7,0.000107604,0.000715598,2.469066792,-0.779378482,-0.284060761,3,-0.755162625,-0.226311861,6.320943534,0.187841539
Nectarinia venusta,Nectariniidae,18.1,12.9,3.2,2.8,15,50.2,6.9,13.8,33.5,6.6,Woodland,Omnivore,Nectarivore,Insessorial,NA,NA,0.378728832,-1.031678725,LC,742,9.01E+12,33.15730935,-3.394488975,Afrotropical,2,1.25E-06,0.000696167,1.536547751,-0.999878478,-0.352456521,1,-0.983714819,-0.288472501,7.920533651,0.152324185
Nectarinia veroxii,Nectariniidae,24.9,19,3.5,3.2,16.4,59.5,9.7,16.3,48.6,11.5,Forest,Omnivore,Omnivore,Insessorial,NA,NA,0.62240596,-0.889154124,NA,65,7.46E+11,30.82254325,-28.92313217,Afrotropical,7,0.000462365,0.000827839,5.385669367,-0.284761679,0.354341196,3,-0.244584656,0.514313357,6.158516554,0.202186028
Nectarinia verticalis,Nectariniidae,24.7,18,3.4,3.3,17.1,61.9,10.3,16.6,42.1,14.4,Woodland,Herbivore,Omnivore,Insessorial,NA,NA,0.804133533,-1.371120715,LC,573,7.01E+12,16.2221396,1.488362878,Afrotropical,1,0,0.000660964,1.205647898,-1.157825911,-0.571092411,1,-1.169278855,-0.509746572,7.047887714,0.199479389
Nectarinia zeylonica,Nectariniidae,17,12.2,3.1,2.9,15.1,52.3,7.2,13.9,32.6,8.8,Forest,Omnivore,Omnivore,Insessorial,NA,NA,4.257977652,-1.36631092,LC,210,2.45E+12,81.63736572,18.58904375,Oriental,3,1.07E-06,0.000665764,1.923825506,-1.087190971,-0.553402634,2,-1.08973,-0.505874002,7.292476452,0.170055343
Nemosia pileata,Thraupidae,13.9,9,4.3,5.2,17.2,68.4,13.8,20.2,47.4,16,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.043319988,-1.4649201,LC,843,1.01E+13,-54.45394997,-11.54325112,Neotropical,26,0.00296312,0.001021574,338.5123938,2.504547778,0.909877114,12,2.441784479,0.47316993,7.73808493,0.139655089
Neopelma chrysolophum,Pipridae,11.2,6.3,4.2,3.4,16.5,66.2,11.5,17.4,56.2,14.2,Forest,Omnivore,Frugivore,Insessorial,NA,NA,0.268717438,-1.093996248,LC,27,3.07E+11,-44.99470062,-22.55644055,Neotropical,5,2.06E-05,0.00074255,18.20344711,-0.691371779,-0.07910015,1,-0.629362566,-0.071815311,6.465132506,0.201456149
Neothraupis fasciata,Thraupidae,17.7,10.5,5,7.2,22.8,71.5,11.4,16.2,62.6,26.8,Woodland,Omnivore,Invertivore,Generalist,NA,NA,0.189446708,-1.131081851,NT,232,2.74E+12,-49.90319376,-16.23139788,Neotropical,9,8.18E-05,0.000790098,30.2711396,-0.361359855,0.185853653,2,-0.260051893,0.15475604,6.470996447,0.171683228
Nesoenas picturata,Columbidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024731889,-1.41448291,NA,81,9.45E+11,46.89415454,-19.22441182,Madagascan,5,0,0.00051121,1.16072156,-1.617511571,-1.555153242,1,-1.724710952,-1.562212899,8.959092875,0.115945273
Nesospingus speculiferus,Nesospingidae,21.4,13,6.6,8,23,84.5,16,19,62,35.2,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.086861488,-1.411304698,LC,6,70253812344,-66.5,18.19097756,Panamanian,3,2.62E-05,0.000780725,18.98356896,-0.595092409,0.176775484,1,-0.511928002,0.206642822,8.661342975,0.131762919
Nestor meridionalis,Strigopidae,55.1,44.5,14.4,35.8,38.2,284.3,101.2,35.5,172.2,428,Forest,Herbivore,Omnivore,Insessorial,NA,NA,1.961378767,-0.710204403,EN,44,4.12E+11,172.7487498,-41.05862536,Australian,15,1.12E-05,0.000658312,4.27582262,-0.804815644,-0.680167826,2,-0.781316808,-0.718549167,29.15840126,0.034509691
Nestor notabilis,Strigopidae,59,46.2,15.9,28.7,45.1,308.5,106.3,34.5,168.5,863,Grassland,Herbivore,Omnivore,Insessorial,NA,NA,3.583558824,-0.783055819,EN,20,1.79E+11,170.0491477,-43.67455155,Australian,7,0.001112361,0.000630766,1.373678861,-0.915299024,-1.053538156,1,-1.136737272,-0.789709395,29.15840126,0.034509691
Nigrita canicapillus,Estrildidae,13.5,9.6,6.2,5.8,16.1,68.2,13.9,20.5,47.9,18.7,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.731928821,-1.425207919,LC,417,5.11E+12,16.54386001,0.378295033,Afrotropical,6,1.67E-05,0.00068268,2.313256167,-0.944684198,-0.467849125,5,-0.929877014,-0.432880556,5.130871594,0.231084212
Nigrita fusconotus,Estrildidae,10.5,7.2,4,3.7,13.9,52.6,10.8,20.5,40.9,9.1,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.634531424,-1.496847442,LC,322,3.95E+12,18.50742291,-0.704463677,Afrotropical,1,0,0.00067788,1.379450409,-1.094017525,-0.462823589,1,-1.093364071,-0.397255008,3.974272025,0.285695248
Notiomystis cincta,Notiomystidae,20.1,9,3.5,3.9,27.6,104.3,25.8,25.2,78,93.4,Forest,Omnivore,Omnivore,Insessorial,NA,NA,0.176771437,-0.626035318,VU,5,49027681772,174.8347298,-35.98432834,Australian,14,2.99E-06,0.000655569,4.821645611,-0.839765992,-0.689464418,2,-0.819089286,-0.725738944,38.30028898,0.02645485
Nystalus striolatus,Bucconidae,31.8,22.6,8.5,11.7,19,84.2,18.4,21.5,65.4,47,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.828508934,-1.633031544,LC,244,2.96E+12,-65.13092524,-10.73455508,Neotropical,2,3.30E-06,0.000794098,17.82707572,-0.57827232,0.2739133,1,-0.484656678,0.312737592,11.10256835,0.108765532
Ocyceros gingalensis,Bucerotidae,93.5,77.7,23.8,30,41.9,197.7,31.5,16.2,216.1,238,Forest,Herbivore,Frugivore,Insessorial,NA,31.3,0.415551643,-1.695364168,LC,13,1.59E+11,80.49927445,7.694390258,Oriental,2,0,0.000477172,1.065984485,-1.820134053,-1.753811949,1,-1.959567736,-1.750606331,15.93501791,0.071234332
Onychognathus morio,Sturnidae,34.1,17.3,6.5,9.3,33.1,153.9,37.9,24.6,140.3,132.9,Rock,Omnivore,Omnivore,Insessorial,29.1,NA,0.867510258,-0.802608777,LC,611,7.22E+12,31.96316436,-12.58715108,Afrotropical,10,0.001508756,0.000898475,10.13615867,0.262911312,0.551343599,4,0.171195682,0.932076491,9.178366846,0.115783552
Onychognathus neumanni,Sturnidae,31.6,16.4,6.8,10.1,35.9,162.7,41.8,25.8,178.8,39.8,Rock,Herbivore,Frugivore,Insessorial,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,2,1.42E-06,0.000696167,1.582262669,-0.99969251,-0.352494318,1,-0.983536638,-0.288622124,7.051377409,0.16014597
Onychognathus walleri,Sturnidae,25,14.3,6.2,6.2,24.8,122.6,36,29.2,88.9,93,Forest,Omnivore,Omnivore,Insessorial,21.5,NA,0.310502604,-1.067160973,LC,89,1.09E+12,36.24009635,-3.938601477,Afrotropical,16,2.89E-05,0.000681766,2.620733621,-0.69449941,-0.540435297,1,-0.655752931,-0.569306213,7.48328659,0.139894444
Oporornis formosus,Parulidae,13.8,8.7,3.5,3.7,22.8,66.9,16.6,24.9,48.1,14,Forest,Carnivore,Invertivore,Generalist,NA,NA,1.819026344,-0.758157229,LC,536,5.80E+12,-86.3635465,29.31336173,Nearctic,5,1.17E-05,0.000771078,10.71164779,-0.611796463,0.10547861,1,-0.531676201,0.143379794,5.825153084,0.179080259
Oporornis philadelphia,Parulidae,12.5,8,3.3,3.6,22.1,59,15.1,25.3,47.8,11.7,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.585682756,0.085168742,LC,1017,9.47E+12,-88.02502515,42.00929556,Nearctic,1,0,0.000768267,10.8820776,-0.723998785,0.115707154,1,-0.654314605,0.175752683,2.915819867,0.359430918
Orchesticus abeillei,Thraupidae,17.1,11.4,8,9.3,22.9,87,16.8,19.4,81,31.5,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.133198085,-1.017006571,NT,29,3.31E+11,-44.95295971,-22.32118259,Neotropical,9,1.05E-05,0.00079787,61.68782075,-0.238898015,0.25176814,4,-0.103032071,0.103877629,5.508275118,0.226729761
Oreocharis arfaki,Paramythiidae,11.7,6.2,3.3,3.8,18.4,70,13.8,19.6,46.9,19.7,Forest,Herbivore,Frugivore,Insessorial,15.4,NA,3.795625908,-2.328840522,LC,46,5.64E+11,142.7098036,-5.618237964,Oceanina,3,0.000335212,0.000709449,1.841177671,-0.86274511,-0.349140579,1,-0.895756728,-0.213632631,17.84792555,0.062206559
Oreortyx pictus,Odontophoridae,15.4,8.7,6.6,8,35,134,41.4,31.6,73,233,Shrubland,Herbivore,Omnivore,Terrestrial,NA,NA,0.21390101,0.10620271,LC,83,7.85E+11,-120.271132,39.99741112,Nearctic,14,6.09E-07,0.00071633,7.956000496,-0.602500022,-0.300029759,1,-0.536628188,-0.329896747,17.62670822,0.059704783
Oreoscoptes montanus,Mimidae,20.8,12.1,4.4,5.3,29.4,97.7,25.4,26,96,44.2,Shrubland,Carnivore,Invertivore,Terrestrial,NA,NA,0.562523129,0.259644717,LC,489,4.81E+12,-109.8726352,37.89754444,Nearctic,6,5.92E-06,0.000721244,7.420440979,-0.785222952,-0.218585705,1,-0.738450131,-0.191848915,13.23027127,0.077052023
Oriolus auratus,Oriolidae,30.2,19,9.2,9.1,22.8,137.9,44.3,32.3,83.6,66.2,Woodland,Omnivore,Omnivore,Insessorial,NA,14,0.391835771,-1.013915857,LC,996,1.20E+13,19.82989792,-1.63484496,Afrotropical,1,0,0.000682909,1.416031735,-1.075098634,-0.430635603,1,-1.070853626,-0.363762182,8.28785057,0.128437675
Oriolus brachyrhynchus,Oriolidae,23.7,13.9,8,7.6,21.9,113.7,28.2,24.6,82.8,49,Forest,Omnivore,Invertivore,Insessorial,14.1,NA,0.945017934,-1.546445102,LC,300,3.68E+12,13.45203202,2.32187562,Afrotropical,4,1.85E-05,0.00072177,2.452202444,-0.847848718,-0.205281154,1,-0.810874645,-0.146212516,9.772830991,0.111135934
Oriolus chinensis,Oriolidae,35.8,25.4,10.8,11.1,26.8,150.9,43.8,29.1,98.8,82.6,Forest,Omnivore,Frugivore,Insessorial,21.8,17.1,6.422103435,-0.83576172,LC,1109,1.21E+13,112.4776512,28.75966231,Sino-Japanese,17,0.001785797,0.000901927,25.30698074,0.553439799,0.466231315,7,0.439573531,0.814978102,5.92892532,0.176962012
Oriolus larvatus,Oriolidae,28.1,18.8,8.1,7.9,23.7,133.9,39.2,29.4,83.5,66.1,Woodland,Omnivore,Omnivore,Insessorial,16.7,NA,0.340295203,-0.801001307,LC,646,7.68E+12,30.39894607,-11.76732985,Afrotropical,9,0.001237373,0.000877239,6.320251082,0.095652568,0.482993879,7,0.034169956,0.815559891,7.520741495,0.139780955
Oriolus oriolus,Oriolidae,30.9,19.4,9.2,8.7,23.6,138.9,46.4,33.3,84.6,65.6,Woodland,Omnivore,Omnivore,Insessorial,NA,NA,3.790365583,-0.126611833,LC,4837,4.91E+13,36.56759196,33.05460744,Saharo-Arabian,7,0.002119797,0.000827748,6.722574341,0.024320746,-0.019909394,12,-0.239780554,0.509326602,5.865977172,0.178975846
Oriolus szalayi,Oriolidae,34.5,21.8,8.9,9.9,25.3,139.2,31.1,22.3,110.7,95.2,Forest,Herbivore,Omnivore,Insessorial,NA,NA,4.360080015,-2.343542253,LC,101,1.24E+12,140.1802305,-5.181043983,Oceanina,3,4.35E-05,0.000463091,1.11330403,-1.839561167,-1.860148902,1,-1.994314069,-1.857807151,3.864852221,0.283008628
Oriolus traillii,Oriolidae,32,21.8,8.8,8.6,25.5,142.9,39,26.6,102,73.7,Forest,Herbivore,Omnivore,Insessorial,NA,NA,5.349537094,-1.145075704,LC,277,3.17E+12,97.61487813,21.60256372,Oriental,12,0.000970077,0.000889354,26.47186379,0.235191115,0.601661096,4,0.249697916,0.791788081,12.32406739,0.085934487
Oriolus xanthonotus,Oriolidae,24.2,17.1,7.3,7.3,20.9,106.8,27,25.2,65.4,45,Forest,Omnivore,Frugivore,Insessorial,11.1,11.7,3.181319964,-2.351234055,NT,204,2.50E+12,101.8090394,1.581776045,Oriental,8,0.000607036,0.000893103,23.3451222,0.071690224,0.733088174,1,0.143388179,0.878801538,10.80168245,0.0971971
Oriolus xanthornus,Oriolidae,29.6,19.8,8,7.8,24.3,133.6,36.4,27.4,82.6,56.3,Forest,Herbivore,Frugivore,Insessorial,NA,12.2,3.769595252,-1.313855558,LC,497,5.75E+12,88.02733037,20.2724126,Oriental,10,0.000471744,0.000864437,18.77795461,-0.025752591,0.567309421,4,0.053488625,0.676296484,12.27750924,0.085588722
Ortalis canicollis,Cracidae,25.1,14,8.7,9.9,59.9,235.7,46.1,20.8,248.3,539,Woodland,Herbivore,Omnivore,Insessorial,NA,NA,0.278047133,-0.771026701,LC,131,1.48E+12,-60.49255155,-23.58912729,Neotropical,12,2.58E-05,0.000815586,75.15744227,-0.049097996,0.342543994,1,0.111361477,0.139407775,4.164452982,0.271594772
Ortalis cinereiceps,Cracidae,29.3,13.3,7.3,9,60.2,205.5,27.4,13.3,207.2,493,Shrubland,Herbivore,Frugivore,Insessorial,NA,15.3,3.724503027,-2.122766363,LC,39,4.72E+11,-81.92965218,10.18105248,Panamanian,1,0,0.000763923,7.814293961,-0.750633803,0.087899908,2,-0.685589461,0.156764348,3.144764914,0.391298461
Ortalis guttata,Cracidae,30.7,11.4,7.8,9.4,62.6,225.6,27,11.9,269.9,547.7,Shrubland,Herbivore,Frugivore,Insessorial,NA,15.4,0.827065434,-1.729422692,LC,19,2.33E+11,-75.02486024,4.854817558,Panamanian,38,0.000957276,0.000970117,257.4190033,1.968642938,0.955747533,3,2.229237737,0.239497125,3.527960466,0.327817851
Ortalis vetula,Cracidae,28.3,12.2,6.9,8.8,61.1,198,22.1,11.4,230.4,562.6,Shrubland,Herbivore,Frugivore,Insessorial,NA,16.6,0.946720216,-1.192279753,LC,88,1.02E+12,-92.89454854,19.34419493,Panamanian,22,0.001285245,0.000835245,61.8913223,0.461376759,0.120410126,6,0.424085295,0.184913667,3.478904958,0.324535789
Orthogonys chloricterus,Mitrospingidae,24,13.1,6.1,7.5,24.5,90.4,21.6,23.8,79.6,39,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.415895332,-1.069130634,LC,28,3.17E+11,-45.58411385,-23.48587593,Neotropical,23,6.77E-05,0.000832617,136.5599704,0.505825685,0.371884821,5,0.731124693,-0.089973745,5.550150897,0.231271731
Orthotomus sutorius,Cisticolidae,15.5,8.9,2.7,2.6,19.3,45.5,4.8,10.4,47.7,7.5,Shrubland,Carnivore,Invertivore,Insessorial,10.2,NA,3.495115322,-1.140287957,LC,748,8.58E+12,90.80904147,21.27508656,Oriental,2,9.48E-06,0.000700076,1.954318684,-0.982339244,-0.329291899,1,-0.964700562,-0.263713721,8.068653679,0.153659381
Oryzoborus angolensis,Thraupidae,12.9,9.4,6.8,10,16,57.7,8.9,15.5,51.9,13,Shrubland,Omnivore,Granivore,Insessorial,NA,NA,2.017923857,-1.574923991,NA,1119,1.35E+13,-57.63680666,-7.952515998,Neotropical,1,0,0.000699299,2.316864836,-1.010789741,-0.325729835,2,-0.994443587,-0.257164189,2.156542936,0.512952153
Oxyruncus cristatus,Tityridae,17.9,11.3,5.5,5.6,20.7,92.2,24,26.3,64.3,42,Forest,Herbivore,Frugivore,Insessorial,15.8,10.3,1.806202078,-1.510103707,LC,258,3.07E+12,-48.60951017,-22.29320993,Neotropical,10,5.86E-06,0.000819358,96.92532674,-0.014919588,0.384042546,5,0.157582518,0.119233675,34.30082695,0.029928919
Pachyramphus aglaiae,Tityridae,16.9,11.3,7.1,6.6,19.7,86,17.4,20.1,66.2,29.7,Forest,Omnivore,Omnivore,Insessorial,NA,NA,0.852038446,-1.091399285,LC,184,2.12E+12,-97.32875749,20.3303426,Nearctic,5,3.53E-05,0.000789755,20.22650359,-0.50537876,0.21970223,2,-0.411524485,0.237062993,4.116998798,0.252550073
Pachyramphus castaneus,Tityridae,14.3,9.6,6.2,5.1,18.3,74.1,14,18.3,59.9,19.5,Forest,Carnivore,Invertivore,Insessorial,NA,NA,2.654075936,-1.58720117,LC,589,7.05E+12,-65.31517542,-5.581578415,Neotropical,6,1.89E-05,0.00085982,71.13426384,-0.048885462,0.665580168,3,0.126220544,0.525797869,5.923599258,0.175146937
Pachyramphus cinnamomeus,Tityridae,16.8,10.6,7.6,5.6,19.7,77,16.1,20.7,59.4,20.3,Forest,Carnivore,Invertivore,Insessorial,NA,NA,4.463672508,-1.845582293,LC,126,1.52E+12,-80.27003231,9.538494194,Panamanian,2,5.78E-07,0.000805436,10.24956515,-0.562095038,0.347074538,1,-0.463761814,0.413319403,5.923599258,0.175146937
Pachyramphus polychopterus,Tityridae,14.9,10.4,7,5.7,18.7,72,16.4,21.8,55.7,20.8,Forest,Omnivore,Invertivore,Insessorial,11.2,10.9,2.375443657,-1.4753471,LC,1312,1.56E+13,-58.88089203,-9.800374312,Neotropical,7,0.000121856,0.000844961,81.73192769,-0.024515227,0.54090898,7,0.129138935,0.37887168,6.818755509,0.155773999
Pachyramphus spodiurus,Tityridae,15.9,10.7,6.9,5.5,18.9,75.2,16.8,22.2,59,18.2,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.260326379,-1.139735755,VU,5,61461614435,-80.00025255,-3.312774001,Neotropical,2,1.19E-06,0.000788155,32.89200468,-0.549785497,0.236390357,1,-0.45237357,0.223706972,3.165586658,0.340168674
Pachyramphus validus,Tityridae,19.3,13.8,8.6,7.8,19.8,95.5,20.8,21.8,68.1,43,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.894413187,-1.148989622,LC,607,7.13E+12,-51.17862923,-16.30645329,Neotropical,11,0.001320196,0.000985662,154.4658227,1.068524728,1.145882529,8,1.149219234,1.029482031,10.13042505,0.102105011
Pachyramphus versicolor,Tityridae,12.6,7.4,5.2,4.4,16.2,64.6,13.5,20.6,51.7,15.5,Forest,Carnivore,Invertivore,Insessorial,12.7,NA,3.446970586,-1.450180214,LC,80,9.74E+11,-75.53489924,-1.796703194,Neotropical,1,0,0.000816843,28.54653654,-0.482556055,0.426662478,1,-0.369411448,0.442604589,9.546409692,0.110188168
Pachyramphus viridis,Tityridae,14.5,9.9,6.5,5.5,17.6,71.4,13.9,19.6,55.9,21,Forest,Carnivore,Invertivore,Insessorial,13.2,NA,0.595292779,-1.109381386,LC,545,6.36E+12,-50.12747307,-18.75391255,Neotropical,2,5.39E-06,0.000815929,37.33050237,-0.430163102,0.413221207,2,-0.311542233,0.394812981,3.344099215,0.320914195
Paradisaea raggiana,Paradisaeidae,38.1,28.1,10.8,11.2,42.9,188.5,27.7,14.7,128.7,212.6,Forest,Omnivore,Frugivore,Insessorial,32.2,14.6,5.534746883,-2.19707257,LC,38,4.63E+11,145.2151275,-7.689652699,Oceanina,23,0.008518221,0.000627726,1.972660912,0.838207996,-2.845025301,2,-0.704736995,-1.01888283,1.237478874,0.860653562
Paradisaea rudolphi,Paradisaeidae,40.3,27.2,9.6,12.4,41.1,151.7,19.2,12.8,80.2,164.1,Forest,Herbivore,Frugivore,Insessorial,NA,16.7,4.068055316,-2.244872066,NA,18,2.20E+11,145.3369187,-6.928441457,Oceanina,15,2.83E-05,0.000619496,1.680435599,-0.955535428,-0.932459533,2,-0.96407197,-0.969482413,7.147382679,0.144035255
Paroaria coronata,Thraupidae,16.8,10.5,6.2,8.5,25.3,98.6,17.3,17.6,85.8,37.8,Shrubland,Herbivore,Omnivore,Terrestrial,17.8,NA,0.568369061,-0.678557494,LC,286,3.11E+12,-60.33749841,-28.2833296,Neotropical,7,0.000541157,0.000839955,28.35293757,-0.147105253,0.414185632,3,-0.101180008,0.520118438,3.848331179,0.270734129
