Scientific,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,degree,betweenness,closeness,katzz,PC1,PC2,Nwebs,PC1_nobet,PC2_nobet,ED,DR
Paroreomyza montana,Fringillidae,13.3,9,3.2,3.5,21.3,64.6,12.2,18.7,47.4,13.1,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.00386003,-1.226364642,EN,2,23069314746,-156,20.68893389,Nearctic,1,0,0.000522434,1.033871122,-1.676120834,-1.457722759,1,-1.786081376,-1.435057444,7.700393736,0.135718384
Parotia lawesii,Paradisaeidae,30.9,17.4,6.8,8.4,49.9,150.6,11.9,7.9,76.2,161.4,Forest,Omnivore,Frugivore,Insessorial,32.7,18.8,4.258216944,-2.214527995,LC,18,2.20E+11,145.3939153,-7.097427366,Oceanina,25,3.24E-05,0.000620182,2.086925739,-0.70053035,-0.992970787,3,-0.682444922,-1.09553723,3.175919817,0.332788864
Parula pitiayumi,Parulidae,12,7.5,3,3.2,16.1,52.7,10.8,20.1,41.1,6.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.544560605,-1.217908477,LC,949,1.11E+13,-57.26475848,-13.48742929,Neotropical,24,0.001071442,0.00096934,217.6224506,1.501345936,1.014499045,15,1.682878217,0.545585505,3.028749796,0.349069425
Parus albiventris,Paridae,13.4,7.8,3.5,4.5,19,82,14.5,17.7,64.7,21.2,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.119461892,-0.947314066,LC,71,8.71E+11,35.16461695,-2.880051272,Afrotropical,1,0,0.000674908,1.322118494,-1.105317984,-0.481843863,1,-1.106804906,-0.416929328,8.551107026,0.124001827
Parus ater,Paridae,10.7,6.3,3,3.6,15.1,61.1,13.4,21.9,46.4,9.2,Forest,Omnivore,Invertivore,Insessorial,NA,NA,2.497408568,0.776998969,LC,3461,2.64E+13,70.43822507,54.78914377,Palearctic,9,1.63E-05,0.000728285,6.040427176,-0.686584777,-0.195063415,11,-0.629416177,-0.179067007,10.01356233,0.107332827
Parus atricapillus,Paridae,10.3,7.2,3.7,4,16.8,64.4,12,18.6,61.7,10.8,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.788757898,0.742645979,LC,1337,1.05E+13,-107.9988279,52.06043178,Nearctic,1,0,0.000613461,1.176613516,-1.335450177,-0.875121677,1,-1.380666668,-0.827137398,6.768120713,0.150769414
Parus caeruleus,Paridae,9.7,5.8,3.2,4.2,15.2,65.6,13.8,21,51.4,11.1,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.38384526,0.373650862,LC,1635,1.31E+13,23.8860796,51.61878351,Palearctic,37,0.000658681,0.00090259,37.88405028,0.891859009,0.596651919,20,1.045528123,0.519628931,9.086720474,0.14263247
Parus cristatus,Paridae,11.3,7,2.6,3.1,17.1,64,12.7,19.8,51.4,11,Woodland,Omnivore,Invertivore,Insessorial,NA,NA,0.428336453,0.504966854,NA,1080,7.79E+12,26.18449805,55.96469843,Palearctic,3,5.12E-06,0.000713404,3.447674669,-0.903239395,-0.249405211,7,-0.871905886,-0.192458917,9.244551691,0.118046057
Parus funereus,Paridae,12.3,7.8,3.9,4.9,17.8,85.2,15.8,18.5,57.2,25.4,Forest,Omnivore,Invertivore,Insessorial,NA,NA,0.424056274,-1.486339138,LC,253,3.11E+12,21.31168077,0.175073585,Afrotropical,5,2.52E-05,0.000696625,2.465859045,-0.915509333,-0.374133481,1,-0.894961486,-0.327250778,11.21213031,0.100526854
Parus major,Paridae,11.3,8,4,4.3,17.4,70.9,13.3,18.7,61.2,16.3,Woodland,Omnivore,Invertivore,Insessorial,NA,NA,4.519000871,0.428053848,LC,5257,4.56E+13,68.18034022,48.28588146,Palearctic,32,0.001835172,0.000925107,29.29045025,1.038129591,0.507492689,52,0.973684023,0.762901852,9.341920709,0.114665511
Parus montanus,Paridae,11,7.1,3.4,4,16.2,65.5,11.6,17.7,59.3,11.1,Forest,Omnivore,Invertivore,Insessorial,NA,NA,2.15607501,1.013277192,NA,3656,2.56E+13,79.23637611,58.53460916,Palearctic,6,1.98E-05,0.000748516,5.003064539,-0.688953054,-0.047169339,10,-0.626577396,-0.001665259,9.49801376,0.108964084
Parus niger,Paridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403000854,-0.609849701,NA,297,3.43E+12,27.08780601,-20.23529192,Afrotropical,5,2.19E-05,0.000700968,2.126534773,-0.901039762,-0.345586169,2,-0.876966353,-0.297111164,8.661036314,0.121651204
Parus palustris,Paridae,9.4,6.7,3.3,4.1,15.9,64,11.4,17.9,54.8,11.1,Forest,Omnivore,Invertivore,Insessorial,NA,NA,1.329096394,0.607551834,NA,1496,1.21E+13,20.97917081,51.6695485,Palearctic,25,0.000498558,0.000894818,27.13062885,0.496514129,0.659756695,47,0.636655473,0.658047131,9.499558194,0.111862846
Parus varius,Paridae,12.2,8.7,4.5,4.8,18.5,73.8,14.5,19.7,51.3,17,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.773081783,-0.368906642,LC,145,1.44E+12,134.9015726,38.38031387,Sino-Japanese,7,0.000125782,0.000651934,1.61468815,-1.016857436,-0.695630734,1,-1.041649526,-0.649019908,10.61083596,0.101754823
Passer domesticus,Passeridae,13.5,9.1,6.3,7.4,17.9,74.9,20.4,27.3,57.2,26.5,Human Modified,Herbivore,Granivore,Terrestrial,16.2,NA,3.235933193,0.240598518,LC,8830,8.02E+13,59.23878137,51.21608088,Palearctic,12,0.002267857,0.000930593,20.4534093,0.607631009,0.572999513,5,0.409656561,1.087109101,3.607030882,0.320392691
Passer griseus,Passeridae,14.2,9.7,6.3,7.4,18.1,78.9,16.3,20.7,59,27.8,Shrubland,Herbivore,Granivore,Terrestrial,15.8,NA,0.368479692,-1.104947533,LC,1094,1.32E+13,15.78737536,5.414357013,Afrotropical,1,0,0.000662907,1.377405198,-1.149981825,-0.558655701,1,-1.159967276,-0.497322055,6.874450326,0.166069663
Passer montanus,Passeridae,13.2,8.2,5.5,6.5,16.4,67.9,16.7,24.6,51,21.4,Woodland,Omnivore,Granivore,Terrestrial,NA,NA,6.390749846,0.495650301,LC,5638,4.79E+13,77.94170722,49.8776635,Palearctic,8,0.003547277,0.000952538,23.58195208,0.8354822,0.450611747,5,0.408658749,1.275265686,6.405628697,0.184590368
Passerculus sandwichensis,Passerellidae,12.8,8.3,4.1,5.4,20.7,72.8,17.6,24.1,51.2,20,Grassland,Omnivore,Omnivore,Generalist,17.4,NA,4.080817175,0.695309036,LC,2867,2.25E+13,-110.1015748,54.78118385,Nearctic,5,0,0.00066821,4.362068714,-1.019914799,-0.550297066,1,-1.013949154,-0.523367901,7.692534058,0.137149095
Passerella iliaca,Passerellidae,13.4,8.5,5.3,7.5,24.3,84.2,21.9,26.1,68.2,33.3,Forest,Omnivore,Omnivore,Generalist,16.5,NA,2.176702614,0.742083702,LC,2426,1.87E+13,-112.0190816,54.6844983,Nearctic,21,0.000388159,0.000890109,33.45608667,0.379931331,0.680117879,1,0.529568443,0.657593849,8.777154514,0.121155289
Passerina amoena,Cardinalidae,11.8,7.3,4.8,6.1,16.8,70.4,16.5,23.4,54.2,15.5,Shrubland,Herbivore,Omnivore,Insessorial,NA,NA,0.739858494,0.245939436,LC,578,5.59E+12,-110.755846,39.09930135,Nearctic,2,2.36E-06,0.000700442,2.32683973,-0.981018004,-0.325345739,1,-0.96162185,-0.262488413,7.033920659,0.145927188
Passerina caerulea,Cardinalidae,17,12.3,7.4,10.9,20.3,86.1,19.9,22.9,64.4,27.4,Forest,Carnivore,Invertivore,Generalist,16.1,NA,0.686748993,-0.412778985,LC,838,8.90E+12,-97.78665668,31.41843855,Nearctic,1,0,0.00077421,7.654190556,-0.712732736,0.153738309,2,-0.640461038,0.22604131,7.033920659,0.145927188
Passerina versicolor,Cardinalidae,11.2,7.6,4.8,6.3,17.5,67.7,12.9,19,54.8,12.9,Shrubland,Omnivore,Omnivore,Generalist,NA,NA,0.396847142,-0.562254065,LC,192,2.15E+12,-103.6637597,24.94021005,Nearctic,1,0,0.000750093,3.816507485,-0.815876443,-0.000628004,3,-0.76268307,0.077414361,4.564078801,0.224410147
Patagioenas araucana,Columbidae,24.9,12.6,5,5.6,30.8,210.2,77.9,37,133.4,270,Forest,Herbivore,Frugivore,Insessorial,NA,8.3,2.239356904,-0.316697683,LC,58,5.55E+11,-72.39017526,-39.69801873,Neotropical,3,1.44E-06,0.000623451,1.749426939,-1.245846578,-0.824304516,2,-1.278604823,-0.788107015,8.462997456,0.125263663
Patagioenas cayennensis,Columbidae,24.5,12.1,4.6,5.5,23.4,180.3,62.8,35.1,112.7,229,Forest,Herbivore,Frugivore,Insessorial,NA,9.5,2.317356468,-1.54137075,LC,1273,1.53E+13,-59.69943614,-7.544551464,Neotropical,6,3.84E-05,0.00083376,46.48294821,-0.22629725,0.494338495,4,-0.085767923,0.432306137,4.232269452,0.283442495
Patagioenas fasciata,Columbidae,24.9,18.9,7.5,6.6,25.9,206.9,74.7,36.2,141.5,366.3,Forest,Herbivore,Granivore,Terrestrial,NA,NA,1.580839802,-0.572061085,LC,539,5.84E+12,-110.5744207,33.80368468,Nearctic,48,0.006359913,0.001021437,165.1862159,3.091815865,0.001939416,13,2.374992806,0.755062928,8.718019542,0.122158069
Patagioenas flavirostris,Columbidae,23,11.2,4,5.7,23.1,186.9,68.6,35.6,114.8,270.8,Woodland,Herbivore,Frugivore,Insessorial,NA,14.8,0.692635546,-1.142849424,LC,153,1.77E+12,-96.67476582,19.85762178,Nearctic,11,0.00011916,0.000825873,43.42885009,-0.126109344,0.393648228,5,0.005747649,0.324937474,3.698532999,0.319326983
Patagioenas picazuro,Columbidae,25.3,14.6,4.8,6.7,30.3,218.2,81.9,37.6,131.8,279,Forest,Herbivore,Omnivore,Generalist,NA,NA,0.831943087,-0.869235205,LC,610,6.89E+12,-53.89180655,-22.87724575,Neotropical,12,4.38E-05,0.000841098,108.9199485,0.164040994,0.501866941,11,0.356422068,0.199412251,4.226862619,0.268437758
Patagioenas plumbea,Columbidae,23.1,12.9,4.3,5.1,23.1,177.8,61.9,34.9,141.6,178.8,Forest,Herbivore,Frugivore,Insessorial,NA,7.1,2.986732826,-1.690169733,LC,681,8.21E+12,-64.54060756,-3.784849602,Neotropical,20,0.000368854,0.000897767,142.7860418,0.750715125,0.740189116,13,0.962059514,0.363876404,7.08983639,0.155817284
Patagioenas speciosa,Columbidae,24.5,12.3,4.8,6,23.7,184.7,65.5,36.5,98.3,258.5,Forest,Herbivore,Frugivore,Insessorial,NA,8.4,2.277539236,-1.717431504,LC,968,1.17E+13,-65.07986643,-1.699812543,Neotropical,5,4.29E-05,0.000839703,73.07213591,-0.138118605,0.537832281,3,0.016602986,0.397935894,8.799280315,0.123260604
Patagioenas squamosa,Columbidae,28.1,11.1,4.4,6,26.1,210.3,74.2,35.6,140.3,312,Forest,Herbivore,Frugivore,Insessorial,NA,NA,0.187109489,-1.307102286,LC,67,7.82E+11,-71.91046522,19.202172,Panamanian,15,0.000204665,0.000868735,65.44393791,0.224583737,0.623168075,5,0.39298703,0.487630753,4.661919064,0.259340433
Patagioenas subvinacea,Columbidae,18.8,9.8,3.8,4.1,20.8,156.3,53.6,34.3,114.4,162.5,Forest,Herbivore,Frugivore,Insessorial,NA,7.3,2.531237612,-1.868822913,VU,687,8.39E+12,-64.70602477,-2.377043055,Neotropical,3,0.000596736,0.000820158,22.0982221,-0.332200625,0.300527826,3,-0.324403774,0.460001715,6.70631473,0.165476146
Penelope barbata,Cracidae,35.4,14.1,9.2,9.6,55.7,241.9,29.6,12.6,255.2,665,Forest,Herbivore,Frugivore,Insessorial,NA,21.4,0.062193398,-0.877243718,NT,11,1.35E+11,-79.13614322,-5.225820267,Neotropical,3,2.28E-07,0.000725588,6.048165171,-0.849785957,-0.170312642,2,-0.807578842,-0.119536129,2.400757947,0.55760111
Penelope jacquacu,Cracidae,38.4,14.8,8.8,10.4,79.7,296.4,30.3,10.3,322.4,1487.9,Forest,Herbivore,Frugivore,Insessorial,NA,19.3,2.334304468,-1.865420794,LC,464,5.66E+12,-66.27120977,-4.592731876,Neotropical,3,0,0.000672485,4.329483513,-1.054112569,-0.510140788,1,-1.05046198,-0.468828995,2.746073896,0.420563955
Penelope marail,Cracidae,40.9,18.6,9.1,10.9,78.9,321.4,35.3,10.7,348,879.7,Forest,Herbivore,Frugivore,Insessorial,NA,25,0.384864409,-1.927517876,LC,128,1.57E+12,-57.39672752,2.701148972,Neotropical,13,1.23E-07,0.00076038,12.10941425,-0.448910662,-0.01157349,1,-0.352216719,-0.036144432,2.404200416,0.53570137
Penelope montagnii,Cracidae,34.8,14.6,9.1,10.1,58.7,241.5,30.9,12.2,250.8,706,Forest,Herbivore,Frugivore,Insessorial,NA,17.6,1.906088187,-1.30879154,LC,82,9.94E+11,-74.51071172,4.695057107,Panamanian,33,0.000729911,0.000851704,63.86518355,0.702770857,0.280576549,12,0.80967442,0.14621933,2.55984398,0.462295083
Penelope obscura,Cracidae,34.5,16.6,10.2,12,70.6,309.4,14.6,4.9,313.5,1770,Forest,Herbivore,Frugivore,Insessorial,NA,20.2,1.01499119,-0.850110737,LC,147,1.62E+12,-52.38062265,-27.44732921,Neotropical,40,0.001892011,0.001000086,285.7665313,2.398782792,0.92410432,17,2.528417192,0.32115589,2.052102687,0.569347972
Penelope perspicax,Cracidae,40.5,15.5,18.8,10.7,86.2,325,43,12.2,333.5,1197,Forest,Herbivore,Frugivore,Insessorial,NA,17.8,7.766136635,-1.994704461,EN,8,98307292490,-76.49951377,3.190055304,Neotropical,8,1.10E-05,0.000804614,31.38388137,-0.341404501,0.301136966,1,-0.218852274,0.261062945,2.271960365,0.552060756
Penelope purpurascens,Cracidae,45.8,18.2,10.1,11.2,83.5,379.7,45.7,12,368.6,2060,Forest,Herbivore,Frugivore,Insessorial,NA,23.2,2.405324517,-1.543901183,LC,224,2.67E+12,-86.52605345,13.36150598,Panamanian,2,1.23E-07,0.000676417,3.259467522,-1.068055817,-0.478608037,1,-1.06484418,-0.426117192,2.811962336,0.472505525
Penelope superciliaris,Cracidae,34.8,16.3,9.9,11,71.8,248.6,34.1,13.5,286.8,895,Forest,Herbivore,Frugivore,Insessorial,NA,20.6,0.847968623,-1.285680348,LC,539,6.39E+12,-48.69753136,-14.22262651,Neotropical,12,3.78E-06,0.000808157,67.26204953,-0.107691618,0.299940754,6,0.047544544,0.115594055,3.623145108,0.319457852
Penelopides panini,Bucerotidae,101.6,85.3,28.6,42.7,46,257.3,41.1,15.9,235.8,470.5,Forest,Herbivore,Frugivore,Insessorial,NA,34.5,0.67842484,-2.018861997,EN,12,1.45E+11,122.916989,10.69582786,Oriental,15,0.000284682,0.000717221,3.060587279,-0.538481282,-0.364780243,1,-0.524044343,-0.320846529,6.159869196,0.190792522
Pericrocotus cantonensis,Campephagidae,16.2,8.6,5.8,4.9,15.2,88.4,30.8,34.9,90.5,16.3,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.311699722,-0.867006489,LC,374,4.22E+12,107.3728044,23.41614162,Oriental,3,3.19E-05,0.000668164,2.258091031,-1.071416689,-0.544988964,1,-1.077751577,-0.49092568,3.55269605,0.299629241
Petroica australis,Petroicidae,16.3,10.8,3.9,4.8,34.8,93,19.4,20.9,66.5,31.3,Forest,Carnivore,Invertivore,Insessorial,21.8,NA,2.833480169,-0.587499582,LC,37,3.39E+11,172.0383246,-42.51572733,Australian,1,0,0.000652826,1.341271447,-1.187779469,-0.623177877,1,-1.204945514,-0.564581685,14.1737528,0.07414234
Petroica macrocephala,Petroicidae,11.7,6.7,2.9,2.9,22.2,74.2,17.2,23.2,54,11.8,Forest,Carnivore,Invertivore,Insessorial,14.4,NA,2.196655068,-0.560580366,LC,58,5.35E+11,172.4493929,-41.86916018,Australian,6,8.37E-07,0.000637167,2.198799886,-1.118080671,-0.75557716,2,-1.132752298,-0.736699563,10.56706241,0.103509269
Petronia xanthocollis,Passeridae,13.9,9.7,5.8,6.2,16.9,80.1,22.6,28.5,52.5,18.1,Forest,Herbivore,Granivore,Terrestrial,NA,NA,2.494333806,-0.556043125,LC,579,6.40E+12,72.77872676,25.82996026,Oriental,1,0,0.000681423,1.571640807,-1.080123972,-0.440145222,1,-1.076855803,-0.374202464,14.60984341,0.080072528
Phaenicophaeus tristis,Cuculidae,35.6,22.3,9.4,12.6,32.8,165.7,27,16,333.3,117,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.809370634,-1.351264212,LC,494,5.73E+12,98.25067066,18.33469137,Oriental,1,0,0.000715392,2.261307037,-0.950834654,-0.222728766,1,-0.923082966,-0.149422178,8.808739334,0.118435754
Phainopepla nitens,Ptiliogonatidae,13.4,8.1,5,4.1,20.9,92.6,16.6,16.9,92.7,22.1,Shrubland,Omnivore,Frugivore,Insessorial,13.6,8.3,0.456098903,-0.215520207,LC,212,2.28E+12,-110.0932299,29.55923578,Nearctic,10,6.16E-05,0.000879822,21.90369033,-0.033102765,0.758247984,1,0.134096988,0.76888998,27.1598918,0.03742159
Phainoptila melanoxantha,Ptiliogonatidae,17.7,8.2,4,4.9,25.7,99.5,15.1,15.2,87,56,Forest,Herbivore,Frugivore,Insessorial,19.4,11.3,0.631315861,-2.117941425,LC,9,1.09E+11,-83.16941005,9.468990729,Panamanian,13,1.10E-07,0.000698956,9.042387501,-0.688866888,-0.404710339,1,-0.637363887,-0.436637736,32.27706614,0.03137794
Phapitreron leucotis,Columbidae,18.4,8.9,4.2,5,21.8,128.8,44.9,34.9,77.2,108,Forest,Herbivore,Frugivore,Insessorial,NA,9.1,2.515557509,-2.127545868,LC,61,7.34E+11,123.0089298,11.7196145,Oriental,14,2.98E-05,0.000716535,3.313926586,-0.612098933,-0.305312158,1,-0.55380633,-0.313328432,17.88588049,0.068603331
Pharomachrus antisianus,Trogonidae,23.3,11.2,6.6,9.1,16.8,188.9,75.5,39.9,165.9,152.1,Forest,Herbivore,Frugivore,Insessorial,NA,17.8,2.255458927,-1.286461143,LC,92,1.12E+12,-74.47795979,-6.156914778,Neotropical,7,3.02E-05,0.000812272,23.45551997,-0.361153353,0.352176898,3,-0.243393367,0.351125586,7.58049939,0.133235543
Pharomachrus auriceps,Trogonidae,26.3,13.4,11.5,10.7,18.5,202.1,73.7,36.6,193.4,180,Forest,Herbivore,Frugivore,Insessorial,NA,19.2,4.252449877,-1.430043591,LC,106,1.29E+12,-74.15556971,-3.294101073,Neotropical,15,0.000165065,0.000855705,41.93540539,0.088884071,0.548633955,4,0.243405837,0.477485828,9.809615054,0.103152065
Pharomachrus mocinno,Trogonidae,26.2,12.6,9.2,10.4,20.5,202,76,38.5,322.8,202.5,Forest,Herbivore,Frugivore,Insessorial,NA,22.9,1.278030245,-1.610658581,NT,36,4.30E+11,-89.51198491,15.21752996,Panamanian,48,0.000862324,0.000911734,93.46412141,1.427314747,0.539038527,2,1.607520547,0.2565934,23.74868814,0.042538502
Phasianus colchicus,Phasianidae,35.4,22,12.9,11.4,63.3,237.7,61.3,25.8,449.8,1120.3,Human Modified,Herbivore,Omnivore,Terrestrial,NA,NA,1.479315735,0.381177717,LC,2614,2.33E+13,27.94940282,48.86457335,Palearctic,8,0.000218479,0.000880965,18.14824396,-0.062773176,0.742984127,1,0.069144663,0.814682154,5.96429892,0.177444946
Pheucticus aureoventris,Cardinalidae,22.5,18,11.1,15.7,25.4,110.4,24.5,22.2,88.7,49,Forest,Herbivore,Omnivore,Insessorial,NA,13.1,0.882766881,-0.850421441,LC,201,2.34E+12,-65.13682183,-19.40052456,Neotropical,12,0.000430543,0.000912625,72.7551702,0.379861314,0.87237155,7,0.533596367,0.795839795,7.452516968,0.15340461
Pheucticus ludovicianus,Cardinalidae,18.6,11.8,8.8,11.8,21.6,101.3,27.4,26.5,74.6,42,Forest,Herbivore,Omnivore,Insessorial,15.3,NA,1.835241103,-0.139360531,LC,1260,1.23E+13,-94.10279655,40.01534629,Nearctic,20,0.002098806,0.000984999,107.5867101,1.275587266,0.908384784,10,1.21284553,1.062106934,5.606117786,0.202044288
Pheucticus melanocephalus,Cardinalidae,19.1,13,9.1,12.1,22.9,100.5,24.3,24.2,72.8,47.1,Forest,Carnivore,Invertivore,Insessorial,17.6,NA,1.048940893,0.162489383,LC,703,6.88E+12,-109.5893493,38.31939803,Nearctic,11,0.000310544,0.000883022,20.65067594,0.045431508,0.716207917,1,0.171146521,0.781450043,5.030821214,0.218940098
Pheucticus tibialis,Cardinalidae,21.9,16.2,11.2,16.4,23.6,108.7,25.1,23.1,79,62.3,Forest,Herbivore,Omnivore,Insessorial,NA,NA,1.001224805,-2.174316528,LC,10,1.21E+11,-83.20257905,9.591554666,Panamanian,2,0,0.000607609,1.502452091,-1.331184148,-0.918974087,1,-1.377725471,-0.880247433,7.941488397,0.176519703
Phibalura flavirostris,Cotingidae,13.8,9.5,6.5,6,19.3,99,32.9,33.2,104.8,46.5,Forest,Herbivore,Frugivore,Insessorial,NA,NA,0.272243902,-1.005516471,NT,134,1.51E+12,-48.53645283,-23.88459378,Neotropical,1,0,0.00069219,6.932727814,-1.021706032,-0.371218827,2,-1.008072584,-0.319787587,12.0435916,0.095596365
Philemon buceroides,Meliphagidae,43.1,22.6,6.3,10,36.6,147.6,24.8,17.6,127.7,108.6,Forest,Herbivore,Omnivore,Insessorial,NA,NA,4.289899166,-1.82207811,LC,103,1.25E+12,141.0738119,-4.134549632,Oceanina,1,0,0.000516262,1.034023668,-1.699186711,-1.497226069,1,-1.813532251,-1.476309715,8.95176566,0.135602606
Philesturnus carunculatus,Callaeidae,38.4,25.1,5.6,8.3,44.4,107,11.3,10.6,101,74.7,Forest,Carnivore,Invertivore,Generalist,27.5,11.4,0.462971336,-0.563413731,NT,7,64465474698,168,-47.31425536,Australian,12,2.64E-07,0.000654883,4.271460121,-0.894759784,-0.680443002,2,-0.879682387,-0.702660162,28.18218394,0.036159076
Phlegopsis nigromaculata,Thamnophilidae,21.1,11.6,4.7,5.7,30.8,86.8,9.7,11.1,57.6,45.2,Forest,Carnivore,Invertivore,Insessorial,16.3,NA,1.364209753,-1.831091587,LC,380,4.63E+12,-62.62348914,-6.836440044,Neotropical,1,0,0.000730663,5.156214088,-0.883949813,-0.124986514,1,-0.843882654,-0.056837113,6.475776419,0.157086629
Phoeniculus purpureus,Phoeniculidae,46.7,36.3,5.7,8.7,23.3,139.4,29.5,21.3,188.9,73.2,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.733012914,-0.878910964,LC,1176,1.40E+13,20.6294049,-3.318699891,Afrotropical,6,4.85E-05,0.000732514,2.750709591,-0.751107098,-0.156069661,4,-0.70652677,-0.10124246,12.90318426,0.089995305
Phoenicurus ochruros,Muscicapidae,15.4,8.1,2.8,2.9,22.4,83.1,19.2,23.1,60.4,16.5,Rock,Omnivore,Invertivore,Insessorial,16.5,NA,2.516464978,0.149579604,LC,3135,3.09E+13,50.81464594,37.99939703,Palearctic,23,0.000500094,0.000890932,28.47961312,0.436784997,0.64733845,9,0.569230581,0.653520227,5.65641761,0.183092852
Phoenicurus phoenicurus,Muscicapidae,13.9,7.8,3.3,3.4,21.6,77.9,20.2,25.8,58,14.6,Woodland,Carnivore,Invertivore,Insessorial,14,NA,3.332841969,0.376560175,LC,2922,2.40E+13,42.887437,55.87162821,Palearctic,14,0.002540214,0.000912191,23.52233184,0.649429883,0.381030026,12,0.39517061,0.928211707,6.97603885,0.14889918
Phrygilus patagonicus,Thraupidae,14.3,10,5.5,6.9,21.8,73.8,14.7,20.4,58.8,22.6,Forest,Herbivore,Granivore,Terrestrial,NA,NA,7.330257053,-0.306110898,LC,107,9.26E+11,-72.2817015,-46.36843756,Neotropical,9,2.92E-05,0.000676325,3.202650595,-0.888017777,-0.530541517,3,-0.871577552,-0.517057919,4.17959741,0.271946549
Phyllastrephus cabanisi,Pycnonotidae,19.1,10.7,4.2,4.5,23,83,10.5,12.6,84.4,34.4,Forest,Carnivore,Invertivore,Generalist,NA,NA,0.0929575,-0.909696286,LC,241,2.93E+12,25.309955,-8.556961717,Afrotropical,10,6.32E-05,0.00073,3.071815378,-0.656585878,-0.201069987,6,-0.605662133,-0.17082287,5.368164849,0.193678003
Phyllastrephus flavostriatus,Pycnonotidae,20.7,11.9,3.9,4.5,22.1,87.3,12.3,14.1,86.8,28.3,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.29388612,-0.922558977,LC,110,1.30E+12,30.89933714,-5.26761023,Afrotropical,2,4.66E-06,0.000685995,1.422630572,-1.037654504,-0.418332729,3,-1.029402918,-0.356088687,10.38029311,0.103428059
Phyllastrephus hypochloris,Pycnonotidae,19.1,10.1,4.3,4.3,20,77,6.8,8.8,80.6,23.1,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.098066092,-1.200786008,LC,34,4.18E+11,30.85288649,0.807711103,Afrotropical,11,0.000380015,0.000798007,4.399023413,-0.314617936,0.156378366,5,-0.270315353,0.266435864,11.12743012,0.094228217
Phyllastrephus terrestris,Pycnonotidae,21.8,12.1,3.8,5,21.7,86.6,8.9,10.4,85.6,31.1,Forest,Carnivore,Invertivore,Generalist,NA,NA,0.504666892,-0.755952787,LC,304,3.55E+12,31.66305592,-17.7770037,Afrotropical,1,0,0.000709197,1.476836497,-0.976646685,-0.26238059,1,-0.953693702,-0.188259204,9.213919679,0.12056408
Phyllomyias fasciatus,Tyrannidae,9.8,5.8,3.6,3.1,15.2,57.2,10,17.5,49.1,10.3,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.352607507,-1.113274462,LC,371,4.35E+12,-46.79777254,-16.72587772,Neotropical,2,2.00E-06,0.000774325,20.38714549,-0.643727835,0.147656544,1,-0.562624792,0.172200171,7.509108386,0.141978746
Phyllomyias nigrocapillus,Tyrannidae,8.5,4.1,2.7,2.8,15.7,60.1,10.7,18,47.5,9.5,Forest,Omnivore,Invertivore,Insessorial,NA,NA,2.514615987,-1.300580132,LC,64,7.81E+11,-76.75876861,-4.273210597,Neotropical,1,0,0.000689355,3.685937331,-1.043309626,-0.389370211,1,-1.033334787,-0.328106276,12.51913686,0.112525604
Phyllomyias plumbeiceps,Tyrannidae,8.9,5.2,3.3,2.9,15.7,59.8,11.8,20,55.2,10.3,Forest,Omnivore,Invertivore,Insessorial,NA,6.1,3.870543185,-1.414824912,LC,30,3.66E+11,-75.59851983,3.791225637,Neotropical,1,0,0.00071633,4.428603241,-0.939982496,-0.216724025,1,-0.910467042,-0.150251462,7.92142393,0.14715592
Phyllomyias sclateri,Tyrannidae,10.8,5.5,3.1,3.2,17,60.1,11.7,19.5,55.7,9.2,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.778180297,-0.757160801,LC,29,3.37E+11,-66.75441515,-19.07306761,Neotropical,4,3.84E-05,0.000802556,24.06782014,-0.468979211,0.307353714,3,-0.367315239,0.322980595,12.20301165,0.096664017
Phyllomyias uropygialis,Tyrannidae,10.8,5.1,3.1,2.9,16.8,59.9,10.4,17.3,46.6,9,Forest,Carnivore,Invertivore,Insessorial,NA,NA,2.127142737,-1.041386713,LC,63,7.58E+11,-69.5683577,-15.24341626,Neotropical,1,0,0.000675297,2.334430081,-1.100432822,-0.479353773,1,-1.101130841,-0.417645234,7.290080551,0.154458587
