Scientific,PC1,PC2,PC3,deg.degree_z,bet.betweenness_z,clos.closeness_z,katzz.Katz_z,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,Nwebs,ED,DR,database,lat,lon
Tyrannus couchii,-1.457088594,-0.305965311,-0.302753927,-0.424523003,-0.507884723,-0.840778996,-1.192163069,Tyrannidae,26,16.8,10.3,7.9,19.5,117,30.9,26.6,90.5,39,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.067427006,-1.003696494,LC,86,9.81E+11,-94.72164255,22.12381752,Nearctic,3,2.335272412,0.501087914,Messeder_et_al._2020_-_Interaction_dataset_NW 029 F,-19.566667,-56.233333
Tyrannus forficatus,2.482221156,-0.867747591,-0.227006853,2.051861182,4.074575896,1.077164146,1.263140116,Tyrannidae,22.4,13.9,7.6,6,18.6,121.2,45.1,37.5,214,39.3,Human Modified,Omnivore,Invertivore,Insessorial,NA,NA,1.003633395,-0.419775731,LC,320,3.39E+12,-96.52050395,28.58732111,Nearctic,5,3.180710018,0.35620986,Messeder_et_al._2020_-_Interaction_dataset_NW 029 F,-19.566667,-56.233333
Tyrannus melancholicus,-0.495470801,0.86597807,-0.140753506,-0.91979984,-0.628577736,0.287422852,-0.294240105,Tyrannidae,23.5,17.4,9.7,7.4,18.7,108.8,25.5,23.7,91.9,37.4,Human Modified,Carnivore,Invertivore,Insessorial,14.1,NA,3.007612386,-1.311171364,LC,1638,1.92E+13,-63.63952231,-8.804772123,Neotropical,35,2.314740215,0.478147108,Messeder_et_al._2020_-_Interaction_dataset_NW 029 F,-19.566667,-56.233333
Tyrannus verticalis,-0.05485444,0.066475204,-0.558656393,0.070753834,0.573775713,0.332550926,-0.45158466,Tyrannidae,21.8,13.5,7.5,6.4,18.3,126.1,41.9,33.2,89.9,39.6,Shrubland,Carnivore,Invertivore,Insessorial,NA,NA,1.280391675,0.142617599,LC,778,7.60E+12,-107.4435354,38.65997838,Nearctic,4,3.196916907,0.353600468,Messeder_et_al._2020_-_Interaction_dataset_NW 029 F,-19.566667,-56.233333
Tyrannus vociferans,-1.998083276,-0.161533855,0.054387672,-0.91979984,-0.628577736,-1.280777717,-1.238936913,Tyrannidae,23.8,14.9,8.5,7,19.5,128.9,41.3,31.9,96.9,45.6,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.43231695,-0.206684358,LC,252,2.70E+12,-107.4231104,28.64484448,Nearctic,3,5.410393623,0.201890637,Messeder_et_al._2020_-_Interaction_dataset_NW 029 F,-19.566667,-56.233333
Vireo olivaceus,-0.452732047,0.346894993,-0.332834701,-0.424523003,0.229290219,0.129474593,-0.488976411,Vireonidae,14,9.2,4.4,4.3,18.3,68,14.1,20.9,52.1,16.1,Forest,Omnivore,Invertivore,Insessorial,10.9,NA,6.899358838,-0.55626466,LC,2754,2.86E+13,-81.39042982,25.02264854,Nearctic,40,4.037235949,0.300660905,Messeder_et_al._2020_-_Interaction_dataset_NW 029 F,-19.566667,-56.233333
Vireo solitarius,-0.916485547,0.602377439,-0.157925159,-0.91979984,-0.628577736,-0.096165777,-0.61029918,Vireonidae,13.7,7.5,4,4.4,18.6,75.3,22.1,29.3,51.4,15.3,Forest,Carnivore,Invertivore,Insessorial,11.2,NA,1.887670681,0.356774335,LC,1132,1.01E+13,-92.94340088,45.22003823,Nearctic,6,3.222344424,0.356770256,Messeder_et_al._2020_-_Interaction_dataset_NW 029 F,-19.566667,-56.233333
Campylorhynchus rufinucha,-3.09460962,-2.60070017,-0.142574544,-0.89289317,-0.558245883,-3.74803811,-1.231068515,Troglodytidae,23.7,14.6,4.3,5.4,21.9,68,8.2,12.1,72,31,Shrubland,Carnivore,Invertivore,Insessorial,17.2,NA,0.432923549,-1.395320933,LC,51,6.06E+11,-93.19197436,15.30071753,Panamanian,1,5.11855552,0.200687842,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Cyanocorax morio,0.889271278,0.208177815,-0.139916248,0.362259515,0.318700375,0.584304087,0.617312517,Corvidae,45.1,28.9,13.2,15.8,49.6,201.3,29.5,14.3,202.8,204,Forest,Omnivore,Omnivore,Insessorial,NA,NA,2.05221546,-1.352036881,LC,105,1.23E+12,-91.16151253,18.1207375,Panamanian,8,4.940253183,0.214925175,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Dives dives,-0.98733503,0.057813283,-0.083228715,-0.683701056,-0.521459942,-0.42459752,-0.580835319,Icteridae,29.8,18.2,7,10,36.4,120.2,16.8,13.6,121.9,91.3,Forest,Omnivore,Omnivore,Generalist,26.2,NA,0.959186921,-1.386346822,LC,84,9.87E+11,-90.82792063,17.27335513,Panamanian,6,4.867415824,0.227596192,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Dumetella carolinensis,1.534007646,-0.398307135,0.763951819,1.617412199,0.961523159,0.465609781,0.512479975,Mimidae,19.2,11.1,4,4.8,27.4,90.7,16.8,18.6,90.3,35.3,Shrubland,Omnivore,Invertivore,Insessorial,19,NA,0.868126499,0.057067258,LC,1155,1.11E+13,-94.32679748,41.01409665,Nearctic,13,11.31035203,0.090946069,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Empidonax virescens,-0.598976899,0.722599711,-0.020026959,-0.683701056,-0.399848011,0.346915474,-0.541781568,Tyrannidae,13.3,9.1,6.1,4,17.1,71,19.9,27.5,58.8,12.6,Forest,Carnivore,Invertivore,Insessorial,9,NA,3.216832036,-0.687966019,LC,642,6.88E+12,-85.77269978,29.48132894,Nearctic,10,8.700936107,0.118992139,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Hylocichla mustelina,-1.769046935,-0.602580016,0.215136027,-0.683701056,-0.558245883,-1.334587206,-1.135932701,Turdidae,19,11.9,5.1,5.4,32.1,106.5,29,26.9,71.3,50.1,Forest,Omnivore,Invertivore,Generalist,18.8,NA,0.911465654,-0.244930459,LC,698,6.99E+12,-85.65474397,36.78613963,Nearctic,11,11.35576692,0.102229715,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Icteria virens,0.062235689,0.37579414,0.407603146,0.153067401,-0.299046031,0.406262627,-0.350365366,Icteridae,16.3,10.5,4.8,6.3,26.1,76.5,16.3,21.3,71.8,24.9,Forest,Carnivore,Invertivore,Insessorial,16,NA,0.718934431,-0.065359666,LC,1099,1.10E+13,-100.9140149,36.31403046,Nearctic,6,17.28108455,0.06004672,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Icterus galbula,0.242343748,0.57292568,-0.257172756,-0.265316828,0.144012944,0.584304087,0.20324337,Icteridae,21.1,13.3,5,6.4,23.4,92.1,25.5,27.4,73.3,32.8,Forest,Omnivore,Invertivore,Insessorial,15.7,NA,0.666756751,-0.104523998,LC,1585,1.57E+13,-97.15815263,37.91670647,Nearctic,10,1.770534569,0.601283527,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Icterus graduacauda,-0.947202694,0.707192259,-0.02419611,-0.89289317,-0.558245883,0.168874014,-0.756387891,Icteridae,21.8,13.9,5.2,7.5,25.8,87.2,16.1,18.4,91.2,42.2,Forest,Omnivore,Omnivore,Insessorial,18.8,NA,0.883013631,-0.929754348,LC,56,6.45E+11,-99.39736703,20.76646299,Nearctic,2,3.800481651,0.274376619,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Icterus gularis,0.443180586,0.230178961,-0.031324668,0.153067401,-0.141802111,0.406262627,0.248784383,Icteridae,25.8,18.4,7.5,10,30.8,116.4,22.4,19.1,102.1,55.2,Woodland,Omnivore,Omnivore,Insessorial,22.1,NA,0.76744411,-1.185286303,LC,98,1.14E+12,-93.21550728,18.76845798,Panamanian,6,2.350853516,0.452665092,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Icterus spurius,0.250787489,0.569698082,-0.266901703,-0.265316828,0.144012944,0.584304087,0.216523678,Icteridae,17.2,11.6,4.4,5.3,21.5,77,20.9,26.9,67,19.4,Forest,Carnivore,Invertivore,Insessorial,15,NA,1.693073335,-0.378037736,LC,808,8.40E+12,-91.15023331,32.66342201,Nearctic,6,4.34433424,0.245463564,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Leptotila verreauxi,-1.527379955,-0.13449806,-0.02351189,-0.89289317,-0.558245883,-0.840027594,-0.921209798,Columbidae,19.5,10,3.6,4,27.7,136.7,29.8,22.1,102.1,146.9,Shrubland,Herbivore,Granivore,Terrestrial,NA,NA,2.491495801,-1.402603495,LC,1508,1.79E+13,-63.25651804,-6.933076938,Neotropical,7,12.32569168,0.101639429,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Megarynchus pitangua,2.718617306,-0.702605201,-0.195567331,1.826604313,0.446091907,0.643651241,2.042549992,Tyrannidae,33.7,24.7,13.9,10.4,19.2,113.5,26.6,23.3,85.8,69.9,Woodland,Carnivore,Invertivore,Insessorial,16.4,NA,1.761544433,-1.551677778,LC,1276,1.53E+13,-61.49666708,-5.4488031,Neotropical,26,7.936976722,0.132998078,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Melanerpes aurifrons,3.6098507,-1.17648946,0.254581486,2.872564884,4.950661084,0.702998394,2.394603413,Picidae,34.7,24.7,7.8,7.2,22.8,129.1,31.2,24.2,78.1,80.8,Shrubland,Omnivore,Omnivore,Insessorial,NA,NA,0.728022004,-0.740916267,LC,182,2.06E+12,-96.73424384,23.41787333,Nearctic,7,3.189396115,0.357853411,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Myiarchus crinitus,-0.947202694,0.707192259,-0.02419611,-0.89289317,-0.558245883,0.168874014,-0.756387891,Tyrannidae,22.7,15.5,8.5,6.9,21.8,98.8,21.6,21.4,88.1,32.1,Woodland,Omnivore,Invertivore,Insessorial,12.9,NA,1.703005797,-0.175917019,LC,899,8.89E+12,-87.99564523,37.86380182,Nearctic,9,1.961726264,0.61565073,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Myiarchus tuberculifer,-0.464616744,0.632087055,0.112712736,-0.474508942,-0.399848011,0.346915474,-0.531599326,Tyrannidae,21.1,12.9,7.1,5.2,20.1,80.4,15.5,18.8,76.5,17.7,Forest,Carnivore,Invertivore,Insessorial,10.4,NA,3.0884173,-1.587404035,LC,1058,1.27E+13,-70.98995245,1.531477323,Neotropical,7,2.872859965,0.461699083,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Myiarchus tyrannulus,-0.973896882,0.177789709,-0.020147464,-0.683701056,-0.531547394,-0.305903213,-0.647662202,Tyrannidae,23.2,15.1,8.2,6.5,21.9,92,15.4,16.6,85.7,35.5,Woodland,Carnivore,Invertivore,Insessorial,15.8,NA,1.476109794,-1.204415163,LC,1112,1.31E+13,-52.61362606,-14.89435,Neotropical,9,2.502267359,0.509297336,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Myiodynastes luteiventris,-0.27470184,0.684605708,-0.02754397,-0.474508942,-0.195707695,0.465609781,-0.320863745,Tyrannidae,25.3,16.3,9.8,8.1,19.5,109.3,28.2,26,79.9,46.9,Woodland,Omnivore,Omnivore,Insessorial,14.5,NA,3.775551383,-1.469590923,LC,358,4.24E+12,-86.54310811,9.398182347,Panamanian,6,4.075796522,0.303744133,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Myiozetetes similis,1.873496727,-0.199542006,-0.045181796,1.199027971,1.947614966,0.702998394,1.272781825,Tyrannidae,17.4,9.7,5.5,4.9,19.6,87,14.5,16.4,69.1,28,Shrubland,Carnivore,Invertivore,Insessorial,9.8,NA,1.992676194,-1.575288762,LC,1055,1.27E+13,-63.60345243,-3.434561621,Neotropical,22,6.726388542,0.160909056,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Ortalis vetula,1.870627546,-0.261001831,-0.0811583,1.199027971,0.446091907,0.643651241,1.312250375,Cracidae,28.3,12.2,6.9,8.8,61.1,198,22.1,11.4,230.4,562.6,Shrubland,Herbivore,Frugivore,Insessorial,NA,16.6,0.946720216,-1.192279753,LC,88,1.02E+12,-92.89454854,19.34419493,Panamanian,6,3.478904958,0.324535789,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Pachyramphus aglaiae,-0.074476515,0.506359703,-0.009977058,-0.265316828,-0.195513063,0.406262627,-0.163107636,Tityridae,16.9,11.3,7.1,6.6,19.7,86,17.4,20.1,66.2,29.7,Forest,Omnivore,Omnivore,Insessorial,NA,NA,0.852038446,-1.091399285,LC,184,2.12E+12,-97.32875749,20.3303426,Nearctic,2,4.116998798,0.252550073,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Passerina caerulea,-0.947202694,0.707192259,-0.02419611,-0.89289317,-0.558245883,0.168874014,-0.756387891,Cardinalidae,17,12.3,7.4,10.9,20.3,86.1,19.9,22.9,64.4,27.4,Forest,Carnivore,Invertivore,Generalist,16.1,NA,0.686748993,-0.412778985,LC,838,8.90E+12,-97.78665668,31.41843855,Nearctic,2,7.033920659,0.145927188,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Patagioenas flavirostris,0.043988572,-0.242796561,0.035803655,0.153067401,-0.333402674,-0.187208907,0.060747529,Columbidae,23,11.2,4,5.7,23.1,186.9,68.6,35.6,114.8,270.8,Woodland,Herbivore,Frugivore,Insessorial,NA,14.8,0.692635546,-1.142849424,LC,153,1.77E+12,-96.67476582,19.85762178,Nearctic,5,3.698532999,0.319326983,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Pheucticus ludovicianus,-0.947202694,0.707192259,-0.02419611,-0.89289317,-0.558245883,0.168874014,-0.756387891,Cardinalidae,18.6,11.8,8.8,11.8,21.6,101.3,27.4,26.5,74.6,42,Forest,Herbivore,Omnivore,Insessorial,15.3,NA,1.835241103,-0.139360531,LC,1260,1.23E+13,-94.10279655,40.01534629,Nearctic,10,5.606117786,0.202044288,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Piaya cayana,-0.726075569,0.043906825,-0.018138641,-0.474508942,-0.488204945,-0.305903213,-0.459028364,Cuculidae,32,18.9,8.8,10.7,34.6,145.5,15.9,11,278.6,102,Forest,Carnivore,Invertivore,Insessorial,NA,NA,2.213829448,-1.497469298,LC,1390,1.66E+13,-62.52306917,-5.888151137,Neotropical,11,13.310659,0.076528117,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Piranga rubra,-0.947202694,0.707192259,-0.02419611,-0.89289317,-0.558245883,0.168874014,-0.756387891,Cardinalidae,19.2,13.3,8.4,9,19.5,92,27.9,29.2,71.3,29.1,Forest,Carnivore,Invertivore,Insessorial,13.7,NA,4.540436747,-1.00616915,LC,1028,1.16E+13,-86.05742747,20.53732307,Panamanian,17,9.505554722,0.111221326,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Pitangus sulphuratus,3.718191181,-1.178748479,-0.157799859,2.663372769,1.947614966,0.702998394,2.766140485,Tyrannidae,29.3,21.1,10.1,9.1,25.8,111.9,20.6,18.1,84.8,62.9,Human Modified,Carnivore,Omnivore,Insessorial,13,NA,2.927218273,-1.297309143,LC,1586,1.86E+13,-58.61943603,-13.74168914,Neotropical,42,11.13291682,0.092928216,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Polioptila caerulea,-1.98782319,-0.604912652,0.101096457,-0.89289317,-0.558245883,-1.453281512,-1.190922113,Polioptilidae,11.3,7.4,2.8,2.3,15.9,50.8,9.6,19.1,49.1,5.8,Woodland,Carnivore,Invertivore,Insessorial,8.6,NA,0.642962548,-0.236897519,LC,914,9.44E+12,-96.41572588,33.9059191,Nearctic,1,6.022132363,0.189554999,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Psarocolius montezuma,1.419338923,-0.135303386,-0.214845785,0.780643743,0.193138724,0.524956934,1.09270502,Icteridae,67.8,44.6,11.4,19.2,52.2,220,51.6,23.9,167.3,309.9,Forest,Carnivore,Omnivore,Insessorial,45.6,19.3,1.820650744,-1.58536283,LC,77,9.13E+11,-88.94344565,15.38885598,Panamanian,6,1.988959927,0.540999858,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Quiscalus mexicanus,-3.09460962,-2.60070017,-0.142574544,-0.89289317,-0.558245883,-3.74803811,-1.231068515,Icteridae,43.3,29.2,8.2,11.5,47.9,168.6,46,26.8,170.1,160.5,Human Modified,Omnivore,Omnivore,Terrestrial,35.8,NA,0.873150785,-0.435911667,LC,602,6.48E+12,-100.4672654,29.04136802,Nearctic,6,1.725283293,0.610406758,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Thraupis abbas,1.16439556,0.165568848,-0.41763429,0.362259515,0.446091907,0.643651241,1.006046514,Thraupidae,16.1,9.2,6.3,7.2,21.2,97.2,24.9,25.7,66.9,45,Forest,Omnivore,Omnivore,Insessorial,NA,10.2,1.045320547,-1.446704487,NA,85,1.00E+12,-90.43569037,17.08668711,Panamanian,4,4.258704328,0.254247066,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Thraupis episcopus,-0.996976316,-0.165324888,0.097583423,-0.474508942,-0.558245883,-0.60263898,-0.665194815,Thraupidae,14.2,9.5,6.4,6.7,22.3,87.3,20.7,22.8,64,35,Forest,Omnivore,Omnivore,Insessorial,NA,10.2,2.479281815,-1.819665049,NA,799,9.73E+12,-67.61920043,0.875401141,Neotropical,21,3.069707217,0.341194452,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Tityra semifasciata,2.147826149,-0.406114106,-0.112998229,1.408220085,0.446091907,0.643651241,1.547088784,Tityridae,28,18.2,10.4,10.7,25.6,120.5,30.7,24.8,71.7,79.3,Forest,Herbivore,Frugivore,Insessorial,19.2,17.5,1.8761185,-1.662064753,LC,680,8.21E+12,-69.50699796,-0.942596445,Neotropical,11,11.1835004,0.092488726,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Trogon melanocephalus,0.155920738,0.543404085,-0.196877857,-0.265316828,-0.051393435,0.524956934,0.111298543,Trogonidae,21,13.8,8.8,11.4,14.2,142.7,51.4,35.6,144,85.1,Forest,Omnivore,Omnivore,Insessorial,NA,17,1.104367541,-1.533277315,LC,72,8.49E+11,-89.21022861,16.65175187,Panamanian,6,6.642803385,0.15420825,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Turdus grayi,1.33917541,-0.495751587,0.256208403,1.199027971,-0.182448772,0.228221167,0.784251353,Turdidae,21.4,13.6,5.7,6.5,33.6,118.1,26.1,21.4,101.9,79.5,Forest,Omnivore,Omnivore,Generalist,20.7,12.1,1.782783981,-1.476558215,LC,153,1.81E+12,-87.21536003,15.42735318,Panamanian,11,2.794442815,0.378862802,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Tyrannus forficatus,-0.057680795,0.499939584,-0.029329224,-0.265316828,-0.296509675,0.406262627,-0.136691343,Tyrannidae,22.4,13.9,7.6,6,18.6,121.2,45.1,37.5,214,39.3,Human Modified,Omnivore,Invertivore,Insessorial,NA,NA,1.003633395,-0.419775731,LC,320,3.39E+12,-96.52050395,28.58732111,Nearctic,5,3.180710018,0.35620986,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Tyrannus melancholicus,-0.384497646,0.53890518,-0.018883538,-0.474508942,-0.481298298,0.287568321,-0.361606895,Tyrannidae,23.5,17.4,9.7,7.4,18.7,108.8,25.5,23.7,91.9,37.4,Human Modified,Carnivore,Invertivore,Insessorial,14.1,NA,3.007612386,-1.311171364,LC,1638,1.92E+13,-63.63952231,-8.804772123,Neotropical,35,2.314740215,0.478147108,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Tyrannus tyrannus,0.000964713,0.125585844,-0.00576248,-0.056124714,-0.248331832,0.10952686,-0.025687051,Tyrannidae,21.5,14.8,8.2,6.5,18.5,116.7,38.6,33.3,87.6,39.9,Woodland,Carnivore,Invertivore,Insessorial,16.2,NA,4.735443633,-0.270170158,LC,2044,2.01E+13,-90.8656391,35.37468705,Nearctic,9,6.865776862,0.156086554,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Vireo griseus,-0.328513771,0.376641246,0.452430107,-0.056124714,-0.526486289,0.228221167,-0.631852865,Vireonidae,13.7,7.4,3.9,4.1,19.5,61.6,11.1,17.9,48.9,11.4,Shrubland,Carnivore,Invertivore,Insessorial,10.3,NA,0.684341556,-0.477231752,LC,472,4.94E+12,-88.61770943,33.27831226,Nearctic,6,5.906840386,0.21665546,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Vireo philadelphicus,-0.598976899,0.722599711,-0.020026959,-0.683701056,-0.399848011,0.346915474,-0.541781568,Vireonidae,13.2,6.9,3.4,3.5,17,66.2,17,25.6,47.1,11.5,Woodland,Carnivore,Invertivore,Insessorial,9.9,NA,2.230872626,0.221917164,LC,938,8.45E+12,-94.65197932,45.62067678,Nearctic,4,5.114375444,0.221775442,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Vireo solitarius,-0.808012264,0.614833243,0.102978102,-0.683701056,-0.558245883,0.168874014,-0.738608597,Vireonidae,13.7,7.5,4,4.4,18.6,75.3,22.1,29.3,51.4,15.3,Forest,Carnivore,Invertivore,Insessorial,11.2,NA,1.887670681,0.356774335,LC,1132,1.01E+13,-92.94340088,45.22003823,Nearctic,6,3.222344424,0.356770256,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F,19.6,-96.366667
Elaenia flavogaster,-0.13735985,-0.118135608,0.134636372,-0.060872154,-0.212876166,0.061831055,-0.208379952,Tyrannidae,12.7,7.2,5,4,21.4,77.4,12.7,16.4,70.6,24.8,Woodland,Omnivore,Invertivore,Insessorial,12.5,10.3,1.703306126,-1.475584155,LC,1059,1.27E+13,-60.58657807,-6.171795436,Neotropical,31,7.569548113,0.138750993,Messeder_et_al._2020_-_Interaction_dataset_NW 031 F,-22.816667,-47.416667
Icterus cayanensis,-0.83595025,-0.174972419,0.009481938,-0.578285466,-0.357631959,-0.270104081,-0.567580637,Icteridae,23.2,14.4,4.3,5.8,23.2,98.6,15.3,15.6,97.4,35.4,Forest,Carnivore,Invertivore,Insessorial,20.7,NA,1.765443908,-1.899044807,LC,600,7.33E+12,-62.85669991,-3.304486724,Neotropical,12,2.714454971,0.396474909,Messeder_et_al._2020_-_Interaction_dataset_NW 031 F,-22.816667,-47.416667
Megarynchus pitangua,-0.283628876,-0.670213352,-0.093117892,-0.578285466,-0.357631959,0.393766191,-0.220989424,Tyrannidae,33.7,24.7,13.9,10.4,19.2,113.5,26.6,23.3,85.8,69.9,Woodland,Carnivore,Invertivore,Insessorial,16.4,NA,1.761544433,-1.551677778,LC,1276,1.53E+13,-61.49666708,-5.4488031,Neotropical,26,7.936976722,0.132998078,Messeder_et_al._2020_-_Interaction_dataset_NW 031 F,-22.816667,-47.416667
Mimus saturninus,-0.651632351,-0.286752678,-0.07099722,-0.578285466,-0.357631959,-0.104136513,-0.408208196,Mimidae,25.1,13.5,5.3,6.4,34.2,114.7,22.4,19.5,123.2,63.7,Shrubland,Omnivore,Omnivore,Terrestrial,24.4,NA,1.015574121,-0.961284196,LC,723,8.25E+12,-53.2920073,-21.63682193,Neotropical,13,4.15491003,0.247589222,Messeder_et_al._2020_-_Interaction_dataset_NW 031 F,-22.816667,-47.416667
Myiarchus ferox,-0.283628876,-0.670213352,-0.093117892,-0.578285466,-0.357631959,0.393766191,-0.220989424,Tyrannidae,21.7,14.4,7.7,5.8,21.8,85.8,12.2,14.2,86.9,27.5,Forest,Omnivore,Invertivore,Insessorial,11.6,10.3,1.964708341,-1.561983123,LC,1071,1.29E+13,-57.07586343,-8.811168682,Neotropical,13,3.61782559,0.336639791,Messeder_et_al._2020_-_Interaction_dataset_NW 031 F,-22.816667,-47.416667
Myiodynastes maculatus,0.546024788,-0.579276819,-0.123380284,-0.060872154,0.07663542,0.725701326,0.344353833,Tyrannidae,25.6,18.4,10.5,8.4,19.5,107.9,21.8,20.3,79,43.2,Forest,Carnivore,Invertivore,Insessorial,14.3,NA,2.64337431,-1.447844913,LC,1407,1.67E+13,-60.40532935,-9.459310712,Neotropical,34,5.006093423,0.226547095,Messeder_et_al._2020_-_Interaction_dataset_NW 031 F,-22.816667,-47.416667
Myiozetetes similis,-0.283628876,-0.670213352,-0.093117892,-0.578285466,-0.357631959,0.393766191,-0.220989424,Tyrannidae,17.4,9.7,5.5,4.9,19.6,87,14.5,16.4,69.1,28,Shrubland,Carnivore,Invertivore,Insessorial,9.8,NA,1.992676194,-1.575288762,LC,1055,1.27E+13,-63.60345243,-3.434561621,Neotropical,22,6.726388542,0.160909056,Messeder_et_al._2020_-_Interaction_dataset_NW 031 F,-22.816667,-47.416667
Pitangus sulphuratus,0.691587674,-0.027382796,0.105211332,0.456541158,-0.357631959,0.393766191,0.355852654,Tyrannidae,29.3,21.1,10.1,9.1,25.8,111.9,20.6,18.1,84.8,62.9,Human Modified,Carnivore,Omnivore,Insessorial,13,NA,2.927218273,-1.297309143,LC,1586,1.86E+13,-58.61943603,-13.74168914,Neotropical,42,11.13291682,0.092928216,Messeder_et_al._2020_-_Interaction_dataset_NW 031 F,-22.816667,-47.416667
Pyrrhocoma ruficeps,-1.618478048,0.526600034,0.154917692,-0.578285466,-0.357631959,-1.210586966,-1.058698917,Thraupidae,15.1,8.9,4.7,5.6,21.3,63.4,8.9,13.9,60,15.6,Forest,Carnivore,Invertivore,Insessorial,NA,NA,0.508836933,-1.016096235,NA,83,9.24E+11,-50.36056974,-25.54706518,Neotropical,3,3.854674667,0.287359297,Messeder_et_al._2020_-_Interaction_dataset_NW 031 F,-22.816667,-47.416667
